"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"2169",2175,"Merger by absorption","2021-06-30","1984-09-28",37,0,1857.70811139857,0.000244777586630622,0.000708728652751423,2.55858633776091,222333.333333333,0.00229376587204063,691000,0.115753256328336,"Medium sized",0.0546407798803965,"H - Transportation and storage",0,0,0,0,1,0,0,0,0,882000,-7.25203782295063,-8.31516056939923,7.52709880875407,7.52709880875407
"2170",2176,"Merger by absorption","2020-08-20","1984-08-30",36,0,2553.50066050198,0.0000139679255043973,0.0000259282970550576,1.72695262483995,7000,0.00396620106914985,22666.6666666667,0.741852043455768,"Small",0.00362131401965856,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,42000,-10.5601756352693,-11.1787468921861,7.84522050475302,7.84522050475302
"2171",2177,"Merger by absorption","2022-08-22","1984-08-09",38,0,1214.89361702128,0.000211208406304729,0.00126415094339623,5.92872117400419,34666.6666666667,0.000700525394045534,109000,0.380385288966725,"Small",0.0364273204903678,"C - Manufacturing",0,0,0,1,0,0,1,0,0,119333.333333333,-6.67335457314329,-8.46266520434506,7.10241179393404,7.10241179393404
"2172",2178,"Merger by absorption","2019-12-24","1984-06-25",35,0,2281.32438866046,0.0000472396129766648,0.00028736295441431,3.66589728793999,13333.3333333333,0.00901157275659268,4666.66666666667,0.488237526086132,"Medium sized",0.0037943464238285,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,0,0,170000,-8.15476449167309,-9.96027775937264,7.73251142552702,7.73251142552702
"2173",2179,"Merger by absorption","2019-12-23","1984-09-25",35,0,-2180.04338394794,0.00000597014925373134,0.00000506329113924051,0.609282700421941,500,0.0278606965174129,7666.66666666667,0.360199004975124,"Small",0.00149253731343284,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,44666.6666666667,-12.1934938633233,-12.0287386302473,NA,NA
"2174",2180,"Legal dissolution by expiry","2020-07-08","1984-10-17",36,7,3490.56603773585,0.000402162162162162,0.00153086419753086,2.08641975308642,0,0.0151351351351351,-11000,0.152432432432432,"Small",0,"C - Manufacturing",0,0,0,1,0,0,1,0,0,19000,-6.48192286804954,-7.81865516222142,8.15781919050834,8.15781919050834
"2175",2181,"Bankruptcy","2022-01-25","1984-07-12",38,2,2392.85714285714,0.000052812858783008,0.0000948453608247423,1.74845360824742,0,0.0493685419058553,-138333.333333333,0.610792192881745,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-91000,-9.26326277343053,-9.84875585934554,7.7802433881979,7.7802433881979
"2176",2182,"Liquidation","2019-09-17","1984-10-10",35,4,1036.09958506224,0.000977172607128554,0.04,40.5081967213115,9666.66666666667,0,9000,0.0102122547056468,"Small",0.0116139367240689,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,16000,-3.2188758248682,-6.93084725097466,6.94321854277721,6.94321854277721
"2177",2183,"Bankruptcy","2020-12-21","1984-10-23",36,2,-723.484848484848,0.0000418848167539267,0.0000227272727272727,0.25,0,0.0366492146596859,-56333.3333333333,0.0157068062827225,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-45333.3333333333,-10.6919449129004,-10.0805871653489,NA,NA
"2178",2184,"Bankruptcy","2022-05-31","1984-09-25",38,2,-3917.35537190083,0.000166666666666667,0.000172866520787746,0.733041575492341,0,0.00843881856540084,-13000,0.318565400843882,"Small",0,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,14333.3333333333,-8.66299081740932,-8.69951474821019,NA,NA
"2179",2185,"Merger by absorption","2019-12-31","1984-10-16",36,0,6544.74576271186,0.000461438856373336,0.00101353811149033,1.33560864618885,77500,0.00714766664940177,204666.666666667,0.0349096182731652,"Medium sized",0.012042264463666,"M - Professional, scientific and technical activities",0,0,0,1,0,0,0,0,0,490333.333333333,-6.89430798894072,-7.68116100169731,8.78641783308409,8.78641783308409
"2180",2186,"Liquidation","2019-12-19","1984-11-09",35,4,-450.704225352113,0.000120535714285714,0.0000380281690140845,0.298591549295775,1000,0.120535714285714,-215666.666666667,0.370535714285714,"Small",0.0133928571428571,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-218333.333333333,-10.1771833830132,-9.02356446483285,NA,NA
"2181",2187,"Liquidation","2020-07-01","1984-11-22",36,4,4784.94623655914,0.000680898876404494,0.00118823529411765,1.36862745098039,1000,0.0157303370786517,-19666.6666666667,-0.0775280898876404,"Small",0.00674157303370786,"P - Education",0,0,0,1,0,0,1,0,0,-9000,-6.73528601863119,-7.29209675563901,8.47323006799512,8.47323006799512
"2182",2188,"Bankruptcy","2022-03-15","1984-11-09",38,2,-5902.77777777778,0.00024,0.000226164079822616,0.838137472283814,4000,0.0329411764705882,4666.66666666667,0.232941176470588,"Small",0.0282352941176471,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,11000,-8.39424980520054,-8.33487163462228,NA,NA
"2183",2189,"Bankruptcy","2021-03-01","1984-11-06",37,2,-3946.94178334562,0.0000153099327856609,0.0000215166622933613,0.644187877197586,333.333333333333,0.0399551904406273,-117000,0.0937266616878267,"Medium sized",0.000186706497386109,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,0,0,0,-79666.6666666667,-10.7466829325917,-11.0870087385289,NA,NA
"2184",2190,"Merger by absorption","2019-06-27","1984-10-26",35,0,1318.45238095238,0.000178329571106095,0.000578754578754579,3.12820512820513,0,0.0270880361173815,-4666.66666666667,0.602708803611738,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-2666.66666666667,-7.45463204114013,-8.63187719656025,7.18421388906407,7.18421388906407
"2185",2191,"Liquidation","2019-12-17","1984-11-24",35,4,1900,0.0000402476780185759,0.000131313131313131,3.17171717171717,0,0.00309597523219814,-18333.3333333333,0.938080495356037,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-17000,-8.93792577165519,-10.1204582447433,7.54960916515453,7.54960916515453
"2186",2192,"Liquidation","2019-03-21","1984-11-13",35,4,-4696.9696969697,0.00017741935483871,0.000226337448559671,1.06584362139918,0,0.0451612903225806,-32000,1.05483870967742,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-18000,-8.39348353709021,-8.63699439122886,NA,NA
"2187",2193,"Merger by absorption","2021-12-31","1984-10-25",38,0,3782.60869565217,0.00000561347233360064,0.000073943661971831,4.47887323943662,15000,0.0237904303662122,43000,-0.0189788826516974,"Small",0.0120288692862871,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,82666.6666666667,-9.51220707941992,-12.0903410756069,8.23816918170757,8.23816918170757
"2188",2194,"Liquidation","2019-03-21","1984-09-21",35,4,1236.64122137405,0.000617283950617284,0.0037037037037037,5.85185185185185,1500,0,0,0.234567901234568,"Small",0.0277777777777778,"F - Construction",0,0,0,1,0,0,1,0,0,3333.33333333333,-5.59842195899838,-7.39018142822643,7.12015429101337,7.12015429101337
"2189",2195,"Merger by absorption","2021-09-15","1984-12-06",37,0,3517.28320194057,0.0000175862068965517,0.0000478199718706048,1.77402719174871,54333.3333333333,0.0129310344827586,239000,0.355172413793103,"Medium sized",0.0281034482758621,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,0,0,340333.333333333,-9.94806718416922,-10.9483956622324,8.16544415295705,8.16544415295705
"2190",2196,"Bankruptcy","2022-05-10","1984-11-28",38,2,-23333.3333333333,0.000185714285714286,0.000272251308900524,0.942408376963351,2000,0.0142857142857143,-6000,0.0642857142857143,"Small",0.0214285714285714,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,3000,-8.20878498844734,-8.59130116356996,NA,NA
"2191",2197,"Merger by absorption","2019-12-20","1984-11-27",35,0,-1333.33333333333,0.00000515463917525773,0.00000300751879699248,0.56390977443609,666.666666666667,0.0438144329896907,-51666.6666666667,0.0154639175257732,"Small",0.00515463917525773,"M - Professional, scientific and technical activities",0,0,0,0,1,0,1,0,0,-50333.3333333333,-12.714395139078,-12.1756134380455,NA,NA
"2192",2198,"Bankruptcy","2022-11-10","1984-12-21",38,2,-12805.1948051948,0.0000192697768762677,0.0000193285859613428,0.921668362156663,0,0.0152129817444219,-19333.3333333333,0.39553752535497,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-15666.6666666667,-10.8539254199629,-10.8569726544183,NA,NA
"2193",2199,"Liquidation","2020-12-22","1984-12-28",36,4,11229.4736842105,0.000146794150731159,0.000161543222611925,1.09758613575407,37000,0.041994750656168,138333.333333333,-0.164229471316085,"Small",0.0208098987626547,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,144000,-8.73073781883671,-8.82647928773329,9.32629717968945,9.32629717968945
"2194",2200,"Liquidation","2020-02-07","1984-08-31",36,4,-1395.06172839506,0.000327433628318584,0.000228395061728395,0.506172839506173,333.333333333333,0.0442477876106195,-2666.66666666667,-0.132743362831858,"Small",0.00884955752212389,"I - Accommodation and food service activities",0,0,0,0,1,0,1,0,0,333.333333333333,-8.3844337015703,-8.02422518505025,NA,NA
"2195",2201,"Liquidation","2021-03-30","1984-12-27",37,4,-561.561561561562,0.000106951871657754,0.0000426439232409382,0.28997867803838,0,0.117647058823529,-16666.6666666667,0.342245989304813,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-10000,-10.0626257738744,-9.14313162228273,NA,NA
"2196",2202,"Liquidation","2019-12-09","1984-12-28",35,4,4185.43046357616,0.000112341772151899,0.000147302904564315,1.31120331950207,333.333333333333,0.055379746835443,-25666.6666666667,0.311708860759494,"Small",0.00158227848101266,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,-23666.6666666667,-8.82301951599142,-9.09396479608768,8.33936483631407,8.33936483631407
"2197",2203,"Merger by absorption","2019-06-27","1985-01-10",34,0,3447.61904761905,0.000146833829154271,0.00259774436090226,6.13533834586466,0,0.00743731406714832,-23333.3333333333,-0.0484487887802805,"Small",0,"L - Real estate activities",0,0,0,0,1,0,1,0,0,43666.6666666667,-5.95311176399617,-8.82620902450178,8.14543914065039,8.14543914065039
"2198",2204,"Merger by absorption","2019-11-22","1984-12-20",35,0,1275.37260468417,0.000350027824151363,0.00178947368421053,5.00711237553343,54333.3333333333,0.00139120756816917,151000,-0.00139120756816917,"Small",0.045353366722315,"J - Information and communication",0,0,0,0,1,0,1,0,0,173000,-6.32583373353242,-7.95749790906526,7.15099365386702,7.15099365386702
"2199",2205,"Liquidation","2021-03-16","1984-09-27",37,4,3813.4328358209,0.000240704500978474,0.000554054054054054,1.6036036036036,3000,0.050880626223092,-28666.6666666667,0.0782778864970646,"Small",0.0176125244618395,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-6000,-7.498248305482,-8.33194051381342,8.24628506923493,8.24628506923493
"2200",2206,"Bankruptcy","2022-03-22","1985-01-17",37,2,26955.3072625698,0.000067979274611399,0.0000927077444884115,1.05031091011871,1000,0.0149222797927461,-263666.666666667,0.0364766839378238,"Small",0.000621761658031088,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,1,1,0,0,-199666.666666667,-9.28605854531772,-9.59630768437108,10.2019354869145,10.2019354869145
"2201",2207,"Liquidation","2019-05-31","1984-07-04",35,4,1427.71982116244,0.000734864300626305,0.00920261437908497,9.41176470588235,19000,0.0198329853862213,-62000,-0.00626304801670146,"Small",0.0594989561586639,"F - Construction",0,0,0,0,1,0,1,0,0,-49666.6666666667,-4.68826766365658,-7.21582470079495,7.26383391998132,7.26383391998132
"2202",2208,"Liquidation","2019-12-26","1985-01-11",34,4,-3750,0.000175,0.000201923076923077,0.692307692307692,0,0.0791666666666667,21000,0.21875,"Small",0,"C - Manufacturing",0,0,0,0,1,0,1,0,0,21000,-8.50762374040009,-8.65072458404076,NA,NA
"2203",2209,"Liquidation","2020-04-21","1984-12-28",36,4,1406.77966101695,0.000265060240963855,0.00063768115942029,2.40579710144928,333.333333333333,0.036144578313253,-7000,0.813253012048193,"Small",0.0120481927710843,"M - Professional, scientific and technical activities",1,0,0,0,0,0,1,0,0,-7666.66666666667,-7.35767214966114,-8.23555343342042,7.24905844287302,7.24905844287302
"2204",2210,"Merger by absorption","2022-01-26","1985-01-11",37,0,1221.17647058824,0.000629094412331407,0.00347340425531915,5.52127659574468,2000,0.00963391136801542,15333.3333333333,0.233140655105973,"Small",0.00578034682080925,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,15333.3333333333,-5.66262011253566,-7.37122921343154,7.10756999322361,7.10756999322361
"2205",2211,"Merger by absorption","2022-06-28","1985-02-09",37,0,2441.89602446483,0.000123982467125861,0.000223728813559322,1.76610169491525,11333.3333333333,0.00876643706950532,74000,0.264871634314339,"Small",0.0212899185973701,"F - Construction",0,0,0,0,1,0,1,0,0,74666.6666666667,-8.40507589329553,-8.99537039650262,7.80053007573995,7.80053007573995
"2206",2212,"Demerger","2020-07-17","1985-01-29",35,5,4173.3181299886,0.000239071038251366,0.000852826510721248,1.85477582846004,51666.6666666667,0.00382513661202186,164000,-0.0666666666666667,"Medium sized",0.0423497267759563,"I - Accommodation and food service activities",0,0,0,0,1,0,0,0,0,212000,-7.06695441835524,-8.33874981901993,8.33646671300537,8.33646671300537
"2207",2213,"Merger by absorption","2020-12-31","1985-02-05",36,0,4455.525606469,0.0000302480338777979,0.0000420875420875421,1.31313131313131,1000,0.0816696914700544,13666.6666666667,-0.538415003024803,"Small",0.00181488203266788,"C - Manufacturing",0,0,0,0,1,0,1,0,0,7666.66666666667,-10.0757587734766,-10.406079371375,8.40190031419573,8.40190031419573
"2208",2214,"End of suspension","2019-03-25","1985-01-23",34,6,3889.09599254427,0.000028516654684879,0.0000430379746835443,1.39891500904159,1000,0.0177330457704289,237333.333333333,0.193386053199137,"Medium sized",0.000718907260963336,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,0,0,277666.666666667,-10.053427699827,-10.4650222664622,8.26593201694299,8.26593201694299
"2209",2215,"Liquidation","2019-08-29","1985-02-15",34,4,1615.22198731501,0.000900523560209424,0.0024182776801406,2.66256590509666,11000,0.0163612565445026,35333.3333333333,0.0680628272251309,"Small",0.0215968586387435,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,36666.6666666667,-6.02469969461518,-7.01253423021531,7.38722767965672,7.38722767965672
"2210",2216,"Merger by absorption","2020-06-19","1985-02-14",35,0,24751.2953367876,0,0,3.96879432624113,38000,0.0125601842160352,119000,0.075361105296211,"Small",0.0238643500104668,"F - Construction",0,0,0,0,1,0,1,0,0,169666.666666667,-17.6893192769552,-18.7575546855936,10.1166331034672,10.1166331034672
"2211",2217,"Merger by absorption","2021-09-22","1984-05-16",37,0,6399.25373134328,0.00000408163265306123,0.0000118243243243243,2.33614864864865,33666.6666666667,0.0163265306122449,102666.666666667,0.0478134110787172,"Small",0.0588921282798834,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,117000,-11.3453517648108,-12.4090134895269,8.76393665807132,8.76393665807132
"2212",2218,"Bankruptcy","2022-07-22","1984-12-28",38,2,-3713.70967741935,0.0000700325732899023,0.0000569787985865724,0.780918727915194,0,0.0141150922909881,-57333.3333333333,0.334419109663409,"Small",0,"F - Construction",0,0,0,1,0,1,1,0,0,-54000,-9.77283131394354,-9.56655009143572,NA,NA
"2213",2219,"Bankruptcy","2022-03-22","1985-02-15",37,2,1938.77551020408,0.00015,0.000686746987951807,3.34939759036145,1000,0.0105263157894737,5666.66666666667,0.163157894736842,"Small",0.00789473684210526,"F - Construction",0,0,0,1,0,1,1,0,0,20666.6666666667,-7.28354461894418,-8.80487526386802,7.56981187247205,7.56981187247205
"2214",2220,"Bankruptcy","2020-10-15","1985-03-04",35,2,-46081.0621942697,0.00000136483576476297,0.00000141663125088539,1.03752498780123,500,0.000242637469291195,-78000,0.00893209183828213,"Large",0.0000227472627460496,"M - Professional, scientific and technical activities",0,0,0,0,1,1,0,1,0,-74000,-13.4672288633836,-13.5044764554212,NA,NA
"2215",2221,"Merger by absorption","2021-07-16","1985-02-25",36,0,1594.93670886076,0.000530952380952381,0.00315566037735849,4.72169811320755,4500,0.00238095238095238,16666.6666666667,0.0634920634920635,"Small",0.0107142857142857,"H - Transportation and storage",0,0,0,0,1,0,1,0,0,59666.6666666667,-5.75855749352592,-7.54083821879943,7.37458933346659,7.37458933346659
"2216",2222,"Bankruptcy","2022-10-04","1984-11-08",38,2,-4329.05982905983,0.0000681145113524186,0.0000697674418604651,0.763397371081901,0,0.0118460019743337,5666.66666666667,-0.0424481737413623,"Small",0,"I - Accommodation and food service activities",0,0,0,0,1,1,1,0,0,17000,-9.57034310600759,-9.59432027863356,NA,NA
"2217",2223,"Liquidation","2022-05-03","1985-02-28",37,4,-17857.1428571429,0.000124,0.000373493975903614,0.819277108433735,4333.33333333333,0.016,4000,0.02,"Small",0.052,"N - Administrative and support service activities",0,0,0,1,0,0,1,0,0,17666.6666666667,-7.89260868229359,-8.99522899235924,NA,NA
"2218",2224,"Liquidation","2020-08-25","1985-01-22",35,4,1257.30994152047,0.00040797342192691,0.00409333333333333,8.99333333333333,36000,0.0112956810631229,103666.666666667,0.218604651162791,"Small",0.0717607973421927,"F - Construction",0,0,0,1,0,0,1,0,0,129333.333333333,-5.49839564493125,-7.80430852801797,7.13672975060714,7.13672975060714
"2219",2225,"Merger by absorption","2020-06-29","1985-02-15",35,0,6766.48351648352,0.00012911084043849,0.000695842450765864,1.7964989059081,3666.66666666667,0.0105562322371092,39666.6666666667,-0.00852618757612668,"Medium sized",0.0022330491270808,"L - Real estate activities",0,0,0,0,1,0,0,0,0,117000,-7.27038728709616,-8.9548392943225,8.81973680946593,8.81973680946593
"2220",2226,"Liquidation","2022-08-30","1984-08-01",38,4,1539.56834532374,0.000610981308411215,0.00185460992907801,2.97163120567376,19666.6666666667,0.0116822429906542,57000,0.344626168224299,"Small",0.0689252336448598,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,56000,-6.29008088585533,-7.40044419105896,7.3392573608733,7.3392573608733
"2221",2227,"Merger by absorption","2019-09-30","1984-07-24",35,0,-10532.6530612245,0.0000277078085642317,0.0000888198757763975,0.696273291925466,7000,0.0360395272234063,55000,0.0273202867661306,"Small",0.004068978880062,"K - Financial and insurance activities",0,0,0,0,1,0,1,0,0,206666.666666667,-9.32890010670074,-10.493796286871,NA,NA
"2222",2228,"Merger by absorption","2022-05-05","1985-04-04",37,0,13319.8380566802,0.000186170212765957,0.000208333333333333,1.08384353741497,60333.3333333333,0.0033434650455927,202666.666666667,0.00911854103343465,"Small",0.0275075987841945,"J - Information and communication",0,0,0,0,1,0,1,0,0,181000,-8.47637119689598,-8.58884918032267,9.49700978611358,9.49700978611358
"2223",2229,"Liquidation","2020-12-30","1985-04-04",35,4,23000,0.000387630128597673,0.000454251883745963,0.717617509867241,-19000,0.028169014084507,107666.666666667,0.13410900183711,"Small",-0.0349050826699326,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,127000,-7.69685870375996,-7.85545894980843,10.0432494949113,10.0432494949113
"2224",2230,"Merger by absorption","2022-02-10","1985-02-28",37,0,2326.89655172414,0.000412566686425608,0.00122968197879859,2.28091872791519,24666.6666666667,0,83333.3333333333,0.262003556609366,"Medium sized",0.043864848844102,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,0,0,0,123333.333333333,-6.7009996968509,-7.79311270119369,7.75229070667343,7.75229070667343
"2225",2231,"Bankruptcy","2022-07-29","1985-03-18",37,2,8160.43613707165,0.0000209963733536935,0.0000388418079096045,1.22669491525424,500,0.0175606031685436,-352333.333333333,0.437106317999618,"Small",0.00028631418209582,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-280333.333333333,-10.1560133680033,-10.7711608325979,9.0070528947004,9.0070528947004
"2226",2232,"Bankruptcy","2020-10-26","1985-03-19",35,2,-6197.8021978022,0.0000664893617021277,0.0000582750582750583,0.857808857808858,333.333333333333,0.0310283687943262,-31666.6666666667,0.593085106382979,"Small",0.000886524822695035,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,-22333.3333333333,-9.75033637304195,-9.61846859750383,NA,NA
"2227",2233,"Bankruptcy","2022-01-17","1985-03-28",37,2,-1353.69774919614,0.000111638954869359,0.0000779436152570481,0.48424543946932,0,0.0617577197149644,-33333.3333333333,0.0641330166270784,"Small",0,"F - Construction",0,0,0,1,0,1,1,0,0,-23000,-9.45952487399926,-9.10024051095446,NA,NA
"2228",2234,"Liquidation","2019-12-24","1985-01-02",34,4,-990.825688073394,0.0000694444444444444,0.0000416666666666667,0.583333333333333,7000,0.194444444444444,-30000,1.47222222222222,"Small",0.194444444444444,"F - Construction",0,0,0,1,0,0,1,0,0,-8000,-10.0858091093301,-9.57498348556409,NA,NA
"2229",2235,"Bankruptcy","2021-12-20","1985-05-09",36,2,-154.241645244216,0.000175,0.0000237020316027088,0.121896162528217,0,0,4666.66666666667,-0.8,"Small",0,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,5000,-10.6499497918638,-8.65072458404076,NA,NA
"2230",2236,"Liquidation","2022-09-29","1985-05-30",37,4,8520.73732718894,0.00053691184424013,0.000623293046617486,1.13608538690943,312666.666666667,0.00108166576527853,510000,0.176852352623039,"Small",0.126825310978908,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,455666.666666667,-7.38049376996737,-7.5296766403579,9.0502581568288,9.0502581568288
"2231",2237,"Merger by absorption","2021-05-12","1985-05-03",36,0,1121.42857142857,0.000187101910828025,0.00427272727272727,21.3454545454545,6333.33333333333,0,35333.3333333333,0.607484076433121,"Small",0.0151273885350318,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,69000,-5.45550295007045,-8.58385711186612,7.02235866172114,7.02235866172114
"2232",2238,"Liquidation","2020-06-08","1985-07-08",35,4,1574.82993197279,0.000676889848812095,0.00319144602851324,3.9938900203666,15000,0.00302375809935205,36333.3333333333,0.0278617710583153,"Small",0.019438444924406,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,48333.3333333333,-5.74728116442064,-7.29800200314645,7.36190256572969,7.36190256572969
"2233",2239,"Liquidation","2019-12-19","1985-05-29",34,4,1214.54545454545,0.0000119760479041916,0.0000754716981132075,6.18867924528302,1000,0,-1000,0.149700598802395,"Small",0.00898203592814371,"C - Manufacturing",0,0,0,0,1,0,1,0,0,-1000,-9.49175283141437,-11.3326019108389,7.10212517429227,7.10212517429227
"2234",2240,"Liquidation","2021-06-21","1985-06-03",36,4,-20096.1538461538,0.0000813397129186603,0.0000903294367693942,0.944739638682253,0,0.00861244019138756,-60333.3333333333,0.503349282296651,"Small",0,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",1,0,0,0,0,0,1,0,0,-50666.6666666667,-9.3120471620772,-9.41687618689073,NA,NA
"2235",2241,"Liquidation","2021-12-27","1985-06-27",36,4,1108.69565217391,0.000515837104072398,0.007125,13.4583333333333,4666.66666666667,0.00150829562594268,10000,-0.0226244343891403,"Small",0.0211161387631976,"C - Manufacturing",0,0,0,1,0,0,1,0,0,12333.3333333333,-4.94414555282742,-7.56971953210539,7.01093951521737,7.01093951521737
"2236",2242,"Liquidation","2020-06-29","1985-06-12",35,4,2190.54100034025,0.000164569742155949,0.000302930664760543,1.84017155110793,36000,0.0045045045045045,162000,0.538831935383659,"Medium sized",0.00838769804287046,"C - Manufacturing",0,0,0,0,1,0,0,0,0,156666.666666667,-8.10200660781342,-8.71217611313254,7.69190382442197,7.69190382442197
"2237",2243,"Bankruptcy","2022-06-07","1985-07-25",37,2,3174.41860465116,0.000347985347985348,0.000922330097087379,1.84466019417476,2000,0.0146520146520147,-23666.6666666667,0.216117216117216,"Small",0.021978021978022,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-15333.3333333333,-6.98860737561123,-7.96335018256656,8.06287977791359,8.06287977791359
"2238",2244,"Merger by absorption","2022-07-27","1985-06-26",37,0,5379.31034482759,0.0000982905982905983,0.000123989218328841,1.23450134770889,18333.3333333333,0.00427350427350427,49333.3333333333,0.108974358974359,"Small",0.117521367521368,"L - Real estate activities",0,0,0,1,0,0,1,0,0,51333.3333333333,-8.99531594510048,-9.22758217841069,8.5903154562452,8.5903154562452
"2239",2245,"Merger by absorption","2020-06-29","1985-08-21",35,0,18511.7647058824,0.00000953288846520496,0.0000129813933362181,1.07312851579403,500,0.00540197013028281,-174000,0.747378455672069,"Small",0.000476644423260248,"M - Professional, scientific and technical activities",0,0,0,0,1,0,1,0,0,-74000,-11.2519935075944,-11.5607627943844,9.82616173899628,9.82616173899628
"2240",2246,"Liquidation","2019-05-22","1984-11-23",35,4,1231.35964912281,0.000666073018699911,0.00570992366412214,7.96564885496183,185000,0.0115761353517364,512000,0.00845948352626892,"Small",0.247105966162066,"K - Financial and insurance activities",0,0,0,1,0,0,1,0,0,536333.333333333,-5.16554962420881,-7.3141112557461,7.11587424364625,7.11587424364625
"2241",2247,"Liquidation","2020-03-31","1984-12-03",36,4,1639.72055888224,0.000456482045039562,0.00128865979381443,2.71993127147766,87000,0.00182592818015825,52666.6666666667,-0.185331710286062,"Small",0.158855751673768,"N - Administrative and support service activities",0,0,0,0,1,0,1,0,0,59666.6666666667,-6.65415252018322,-7.69196119048905,7.40228111537459,7.40228111537459
"2242",2248,"Liquidation","2021-10-11","1985-08-27",36,4,-6767.04545454545,0.000523089840470193,0.000759293113954905,0.784887263863498,109000,0.000419815281276238,-20333.3333333333,0.0125944584382872,"Small",0.13727959697733,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,5000,-7.18312267072483,-7.55575732954998,NA,NA
"2243",2249,"Liquidation","2020-03-27","1985-09-20",35,4,-13945.7364341085,0.0000322401334074486,0.0000304781923279033,0.931686810299527,-14000,0.0100055586436909,-99666.6666666667,-0.531406336853808,"Small",-0.0233463035019455,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-71666.6666666667,-10.3984991357319,-10.3422985023863,NA,NA
"2244",2250,"Liquidation","2020-05-11","1985-08-24",35,4,1967.44186046512,0.0000236406619385343,0.000050761421319797,2.09137055837563,6333.33333333333,0.127659574468085,33666.6666666667,0.685579196217494,"Small",0.0449172576832151,"F - Construction",0,0,0,0,1,0,1,0,0,35333.3333333333,-9.88837391472608,-10.6525423650344,7.58448942990075,7.58448942990075
