"","index","status","end_date","start_date","years_to_event","event_indicator","total_liabilities_by_net_assets","cash_by_total_assets","cash_by_current_liabilities","current_assets_by_current_liabilities","tax","financial_expenses_by_total_assets","EBIT","working_capital_by_total_assets","size_classification","income_tax_by_total_assets","sector","cooperative","nonprofit","other","private","public","censor","size_small","size_large","size_v_large","EBITDA","log_cash_by_current_liabilities","log_cash_by_total_assets","log_total_liabilities_by_net_assets","log_total_liabilities_by_total_assets"
"8011",8047,"Bankruptcy","2022-03-28 00:00:00.000000000","2012-06-27",10,2,-1418.66666666667,0.0000169172932330827,0.0000193965517241379,0.269396551724138,8333.33333333333,0.0150375939849624,15333.3333333333,-0.0281954887218045,"Small",0.0469924812030075,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,58000,-10.8504152538722,-10.9871741909876,NA,NA
"8012",8048,"Liquidation","2020-03-31 00:00:00.000000000","2012-07-12",8,4,-597.014925373134,0.000025,0.0000104166666666667,0.291666666666667,4000,0.1,19666.6666666667,0.7875,"Small",0.3,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,24000,-11.47210347045,-10.5966347330961,NA,NA
"8013",8049,"Bankruptcy","2019-10-28 00:00:00.000000000","2012-07-16",7,2,-1078.94736842105,0.000226480836236934,0.000162094763092269,0.339152119700748,1000,0.0662020905923345,-19666.6666666667,-0.578397212543554,"Small",0.0104529616724739,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,-13000,-8.72732943639307,-8.39285022484612,NA,NA
"8014",8050,"Liquidation","2020-07-31 00:00:00.000000000","2012-07-12",8,4,17277.6203966006,0.000870798491555993,0.0010373046875,1.06904296875,158333.333333333,0.0028693228398098,260000,-0.661010001639613,"Small",0.0389408099688474,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,358666.666666667,-6.87112957659329,-7.04609996085619,9.7571673243453,9.7571673243453
"8015",8051,"Liquidation","2022-10-18 00:00:00.000000000","2012-07-17",10,4,1301.41843971631,0.000427792915531335,0.00294145199063232,6.37470725995316,34333.3333333333,0.00408719346049046,-88666.6666666667,0.0722070844686649,"Small",0.0350817438692098,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,-82333.3333333333,-5.82885194518262,-7.7568713216884,7.17121005609859,7.17121005609859
"8016",8052,"Liquidation","2019-03-19 00:00:00.000000000","2012-07-19",7,4,103000,0.000155339805825243,0.00032,1.02,1333.33333333333,0.029126213592233,1666.66666666667,0.174757281553398,"Small",0.0388349514563107,"Q - Human health and social work activities",0,0,0,1,0,0,1,0,0,8000,-8.0471895621705,-8.76989554497199,11.5424842672118,11.5424842672118
"8017",8053,"Bankruptcy","2021-02-15 00:00:00.000000000","2012-07-11",9,2,6042.55319148936,0.00028169014084507,0.000336134453781513,1.19327731092437,1500,0.00704225352112676,-3000,-0.274647887323944,"Small",0.0158450704225352,"L - Real estate activities",1,0,0,0,0,1,1,0,0,0,-7.99799931797973,-8.17470288246946,8.70658191543328,8.70658191543328
"8018",8054,"Bankruptcy","2021-12-20 00:00:00.000000000","2012-07-18",9,2,-2557.14285714286,0.0000111731843575419,0.0000107238605898123,0.624664879356568,3333.33333333333,0.0558659217877095,-52333.3333333333,-0.391061452513966,"Small",0.0279329608938548,"R - Arts, entertainment and recreation",0,0,0,1,0,1,1,0,0,-43000,-11.4430393375061,-11.4019939042629,NA,NA
"8019",8055,"Merger by absorption","2019-05-29 00:00:00.000000000","2012-07-19",7,0,1641.44353899884,0.000385815602836879,0.00104615384615385,2.65192307692308,55333.3333333333,0.0099290780141844,152333.333333333,0.433333333333333,"Small",0.117730496453901,"J - Information and communication",0,0,0,1,0,0,1,0,0,160000,-6.86263484370167,-7.86015101549841,7.4033313403701,7.4033313403701
"8020",8056,"Liquidation","2022-03-31 00:00:00.000000000","2012-07-20",10,4,-50.081654872074,0.000380434782608696,0.0000181441161223432,0.0476931052358735,3000,0.445652173913043,-203333.333333333,0.16304347826087,"Small",0.0978260869565217,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,0,1,0,1,0,0,-187666.666666667,-10.9171642303985,-7.87419579454176,NA,NA
"8021",8057,"Bankruptcy","2021-10-28 00:00:00.000000000","2012-07-10",9,2,2136.16398243045,0,0,1.88258064516129,9000,0.00342700479780672,69333.3333333333,0.564427690198766,"Small",0.00925291295407814,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,69333.3333333333,-17.6893192769552,-18.7575546855936,7.66676696793413,7.66676696793413
"8022",8058,"Judicial winding up","2022-11-14 00:00:00.000000000","2012-07-26",10,8,3012.6582278481,0.000126050420168067,0.000211267605633803,1.55633802816901,25000,0.00630252100840336,12666.6666666667,0.163865546218487,"Small",0.157563025210084,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,17000,-8.46238495492124,-8.97882857099146,8.01057810018659,8.01057810018659
"8023",8059,"Merger by absorption","2021-12-24 00:00:00.000000000","2012-07-26",9,0,2973.68421052632,0.000271102791014295,0.000439205955334988,1.54480286738351,109333.333333333,0.000340367597004765,520666.666666667,0.424948944860449,"Medium sized",0.0558202859087815,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,0,0,0,559000,-7.73054210835499,-8.21301250636586,7.99755693796809,7.99755693796809
"8024",8060,"Liquidation","2020-06-16 00:00:00.000000000","2012-07-26",8,4,1527.27272727273,0.000154761904761905,0.000339869281045752,2.10457516339869,6000,0.00595238095238095,-12333.3333333333,0.508928571428571,"Small",0.107142857142857,"C - Manufacturing",0,0,0,1,0,0,1,0,0,-11666.6666666667,-7.98694948179315,-8.77362272036391,7.33123889259298,7.33123889259298
"8025",8061,"Merger by absorption","2020-12-31 00:00:00.000000000","2012-07-19",9,0,2275.31285551763,0.00000325,0.00000656234225138819,1.8879353861686,67666.6666666667,0.1025,338000,0.536,"Small",0.05075,"C - Manufacturing",0,0,0,1,0,0,1,0,0,341666.666666667,-11.9341629682192,-12.6368555616226,7.72987284083904,7.72987284083904
"8026",8062,"Liquidation","2019-08-08 00:00:00.000000000","2012-08-04",7,4,2646.15384615385,0.000447674418604651,0.000719626168224299,1.60747663551402,1333.33333333333,0.0174418604651163,-333.333333333333,-0.0174418604651163,"Small",0.0232558139534884,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-333.333333333333,-7.23677869159036,-7.71144433394191,7.88086248589995,7.88086248589995
"8027",8063,"End of suspension","2022-01-19 00:00:00.000000000","2012-08-06",10,6,-28131.25,0.000102866029771162,0.000113119960908869,0.960664549230393,29000,0.0131081981781826,-39666.6666666667,-0.236391912908243,"Small",0.0193290379915574,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,23000,-9.08706170138831,-9.18208309818884,NA,NA
"8028",8064,"Merger by absorption","2019-06-26 00:00:00.000000000","2012-08-08",7,0,-27200,0.000121323529411765,0.000125475285171103,0.961977186311787,500,0.00735294117647059,-3000,-0.444852941176471,"Small",0.00551470588235294,"N - Administrative and support service activities",1,0,0,0,0,0,1,0,0,3000,-8.98340174969342,-9.01704978381165,NA,NA
"8029",8065,"Bankruptcy","2020-12-31 00:00:00.000000000","2012-08-07",9,2,-3880.73394495413,0.0000591016548463357,0.0000847457627118644,1.38305084745763,2333.33333333333,0.0685579196217494,18000,0.281323877068558,"Small",0.016548463356974,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,24000,-9.37585481045376,-9.73625163316021,NA,NA
"8030",8066,"Liquidation","2020-10-26 00:00:00.000000000","2012-08-08",8,4,3095.74468085106,0.000525773195876289,0.00109285714285714,1.67857142857143,3666.66666666667,0.0103092783505155,2333.33333333333,-0.22680412371134,"Small",0.0378006872852234,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,9333.33333333333,-6.81895978019901,-7.55064062476119,8.03778376388363,8.03778376388363
"8031",8067,"Liquidation","2022-04-04 00:00:00.000000000","2012-08-10",10,4,1915.78947368421,0.00056043956043956,0.00117241379310345,2.09195402298851,4000,0,6666.66666666667,0.222527472527473,"Small",0.032967032967033,"S - Other service activities",0,0,0,1,0,0,1,0,0,11000,-6.74869058435245,-7.48678915277466,7.55788507445839,7.55788507445839
"8032",8068,"Bankruptcy","2022-05-23 00:00:00.000000000","2012-08-16",10,2,6745.45454545455,0.0000242587601078167,0.0000497237569060773,1.30386740331492,1333.33333333333,0.0242587601078167,5333.33333333333,0.277628032345013,"Small",0.0107816711590296,"H - Transportation and storage",0,0,0,1,0,1,1,0,0,28000,-9.90902773291174,-10.6267327642534,8.8166241563571,8.8166241563571
"8033",8069,"Bankruptcy","2021-04-20 00:00:00.000000000","2012-08-08",9,2,67000,0.000335820895522388,0.00038135593220339,1.00847457627119,0,0.00746268656716418,-6333.33333333333,0.082089552238806,"Small",0,"F - Construction",0,0,0,1,0,1,1,0,0,-3666.66666666667,-7.87177741367748,-7.99893258916273,11.1124478983731,11.1124478983731
"8034",8070,"Bankruptcy","2021-10-25 00:00:00.000000000","2012-08-21",9,2,14592.5925925926,0.00000634517766497462,0.0000118203309692671,1.12529550827423,7666.66666666667,0.0101522842639594,18333.3333333333,0.0888324873096447,"Small",0.0291878172588832,"K - Financial and insurance activities",0,0,0,1,0,1,1,0,0,45666.6666666667,-11.3456895455943,-11.9678154564059,9.58826932227574,9.58826932227574
"8035",8071,"Bankruptcy","2020-05-19 00:00:00.000000000","2012-08-03",8,2,2151.51515151515,0.0000475352112676056,0.000115384615384615,2.12820512820513,7666.66666666667,0.028169014084507,22000,-0.00352112676056338,"Small",0.0404929577464789,"F - Construction",0,0,0,1,0,1,1,0,0,34666.6666666667,-9.06723952833551,-9.95403983169896,7.67392759455697,7.67392759455697
"8036",8072,"Bankruptcy","2022-08-11 00:00:00.000000000","2012-08-22",10,2,5093.02325581395,0.00028310502283105,0.000360046457607433,1.24970963995354,25000,0.00273972602739726,21666.6666666667,0.211872146118721,"Small",0.0684931506849315,"C - Manufacturing",0,0,0,0,1,1,1,0,0,33000,-7.92927748593068,-8.16969262375355,8.53562689310507,8.53562689310507
"8037",8073,"Bankruptcy","2022-07-13 00:00:00.000000000","2012-08-22",10,2,1948.07692307692,0.0000177690029615005,0.0000387931034482759,2.12284482758621,7000,0,-9666.66666666667,0.604146100691017,"Small",0.0207305034550839,"J - Information and communication",0,0,0,1,0,1,1,0,0,-41666.6666666667,-10.1572680733122,-10.9380550253347,7.57459797165535,7.57459797165535
"8038",8074,"Bankruptcy","2022-06-30 00:00:00.000000000","2012-08-24",10,2,-3323.52941176471,0.00000884955752212389,0.0000145228215767635,0.504149377593361,5333.33333333333,0.0214917825537295,13666.6666666667,-0.02275600505689,"Small",0.0202275600505689,"N - Administrative and support service activities",0,0,0,1,0,1,1,0,0,21333.3333333333,-11.1397892439774,-11.6351430976945,NA,NA
"8039",8075,"Bankruptcy","2022-06-13 00:00:00.000000000","2012-08-27",10,2,-423.809523809524,0.000191011235955056,0.00006640625,0.17578125,1000,0.235955056179775,8333.33333333333,-0.943820224719101,"Small",0.0337078651685393,"S - Other service activities",0,0,0,1,0,1,1,0,0,15333.3333333333,-9.61971937940548,-8.56317830465806,NA,NA
"8040",8076,"Liquidation","2021-03-24 00:00:00.000000000","2012-08-27",9,4,1772.47614264189,0.000720600736752621,0.00350758620689655,3.74620689655172,116333.333333333,0.0028336639274582,25333.3333333333,0.0136015868517994,"Small",0.0988948710682913,"S - Other service activities",0,0,0,1,0,0,1,0,0,82333.3333333333,-5.65282716841469,-7.23542533723529,7.48013279859321,7.48013279859321
"8041",8077,"Bankruptcy","2020-11-16 00:00:00.000000000","2012-08-30",8,2,-1536.94581280788,0.0000961538461538462,0.0000731707317073171,0.507317073170732,666.666666666667,0.176282051282051,-17333.3333333333,0.016025641025641,"Small",0.00641025641025641,"M - Professional, scientific and technical activities",0,0,0,1,0,1,1,0,0,-2333.33333333333,-9.52271505701833,-9.24956108512946,NA,NA
"8042",8078,"Liquidation","2019-09-25 00:00:00.000000000","2012-08-31",7,4,3250,0.0000732600732600733,0.000106382978723404,1.45212765957447,0,0.010989010989011,-10333.3333333333,0.423076923076923,"Small",0,"C - Manufacturing",0,0,0,1,0,0,1,0,0,-8333.33333333333,-9.14846496825809,-9.52149480061311,8.08641027532378,8.08641027532378
"8043",8079,"Bankruptcy","2022-11-22 00:00:00.000000000","2012-09-04",10,2,19310.3448275862,0.000153571428571429,0.000192825112107623,1.0627802690583,3666.66666666667,0.025,0,0.428571428571429,"Small",0.0196428571428571,"F - Construction",0,0,0,1,0,1,1,0,0,15666.6666666667,-8.55372693474869,-8.78134476645782,9.86839623272486,9.86839623272486
"8044",8080,"Liquidation","2019-12-03 00:00:00.000000000","2012-09-06",7,4,1507.69230769231,0.000175170068027211,0.000760709010339734,3.87887740029542,500,0.0755102040816327,-562666.666666667,0.557823129251701,"Small",0.000510204081632653,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,-548666.666666667,-7.18125965123068,-8.64975323865113,7.31833548775707,7.31833548775707
"8045",8081,"Consolidation of shares in one person's possession","2017-06-01 00:00:00.000000000","2012-09-05",5,3,14642.8571428571,0.000141463414634146,0.000175757575757576,1.08484848484848,0,0.126829268292683,18666.6666666667,0.0146341463414634,"Small",0,"I - Accommodation and food service activities",0,0,0,0,1,0,1,0,0,21000,-8.64640492289624,-8.86346942813407,9.59170792850529,9.59170792850529
"8046",8082,"Bankruptcy","2022-05-05 00:00:00.000000000","2012-09-04",10,2,7903.44827586207,0.00000785340314136126,0.00000899100899100899,1.14485514485514,2000,0.0043630017452007,-333.333333333333,0.331588132635253,"Small",0.00523560209424084,"N - Administrative and support service activities",0,0,0,1,0,1,1,0,0,-333.333333333333,-11.6192854809611,-11.7545635989206,8.97505443383625,8.97505443383625
"8047",8083,"Bankruptcy","2022-10-10 00:00:00.000000000","2012-08-31",10,2,-201500,0.0000223325062034739,0.0000276073619631902,0.992842535787321,23000,0.0380479735318445,65666.6666666667,0.150537634408602,"Small",0.0570719602977667,"F - Construction",0,0,0,1,0,1,1,0,0,103666.666666667,-10.4974280830126,-10.7094672635926,NA,NA
"8048",8084,"Liquidation","2020-10-15 00:00:00.000000000","2012-09-11",8,4,2702.12765957447,0.000015748031496063,0.0000645161290322581,2.51612903225806,1666.66666666667,0,-666.666666666667,0.062992125984252,"Small",0.0393700787401575,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,-666.666666666667,-9.64859530290734,-11.0587951848808,7.90179476373067,7.90179476373067
"8049",8085,"Consolidation of shares in one person's possession","2016-01-27 00:00:00.000000000","2012-09-05",4,3,-76200,0.0000485564304461942,0.000678899082568807,0.825688073394495,2333.33333333333,0.0150918635170604,9333.33333333333,0.00328083989501312,"Small",0.00459317585301837,"L - Real estate activities",0,0,0,1,0,0,1,0,0,40000,-7.29503806800711,-9.93278392202456,NA,NA
"8050",8086,"Liquidation","2020-10-29 00:00:00.000000000","2012-09-12",8,4,1582.82208588957,0.000496124031007752,0.00170666666666667,3.17333333333333,1000,0.0232558139534884,3000,0.0581395348837209,"Small",0.0116279069767442,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,6666.66666666667,-6.37321312859883,-7.60868459998414,7.36696466309699,7.36696466309699
"8051",8087,"Legal dissolution by expiry","2020-02-14 00:00:00.000000000","2012-09-12",8,7,2669.35483870968,0.00024269889224572,0.000456439393939394,1.70265151515152,18666.6666666667,0.0120845921450151,28000,0.61178247734139,"Small",0.0563947633434038,"R - Arts, entertainment and recreation",0,0,0,0,1,0,1,0,0,32000,-7.69205462919774,-8.32368900953665,7.88959208875416,7.88959208875416
"8052",8088,"Bankruptcy","2021-09-28 00:00:00.000000000","2012-09-05",9,2,3245.90163934426,0.00013973063973064,0.000248502994011976,1.54790419161677,1000,0.0252525252525253,16666.6666666667,0.325757575757576,"Small",0.00505050505050505,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,1,1,0,0,20333.3333333333,-8.30005566416224,-8.87579399054818,8.08514844550336,8.08514844550336
"8053",8089,"Bankruptcy","2021-05-31 00:00:00.000000000","2012-09-11",9,2,-1421.05263157895,0.0000787037037037037,0.00007981220657277,0.286384976525822,333.333333333333,0.00462962962962963,-13333.3333333333,-0.333333333333333,"Small",0.00462962962962963,"I - Accommodation and food service activities",0,0,0,1,0,1,1,0,0,333.333333333333,-9.43583410063535,-9.44982034261009,NA,NA
"8054",8090,"Merger by absorption","2020-09-21 00:00:00.000000000","2012-09-14",8,0,1508.44277673546,0.0000385572139303483,0.000584905660377359,11.0377358490566,8666.66666666667,0.00248756218905473,47666.6666666667,0.0883084577114428,"Small",0.0323383084577114,"M - Professional, scientific and technical activities",0,0,0,1,0,0,1,0,0,55000,-7.44405998804911,-10.163367343676,7.31883312399526,7.31883312399526
"8055",8091,"Liquidation","2019-09-26 00:00:00.000000000","2012-09-14",7,4,1246.45390070922,0.000738264580369844,0.00720833333333333,8.83333333333333,7000,0.00711237553342817,23333.3333333333,0.110953058321479,"Small",0.0298719772403983,"G - Wholesale and retail trade; repair of motor vehicles and motorcycles",0,0,0,1,0,0,1,0,0,30333.3333333333,-4.9325175148323,-7.21120828762691,7.12805791929474,7.12805791929474
